date, pm25, pm10, no2
2019/9/7, 69, , 
2019/9/8, 102, , 
2019/9/9, 79, , 
2019/9/10, 68, , 
2019/9/11, 76, , 
2019/9/12, 74, , 
2019/9/13, 73, , 
2019/9/14, 67, , 
2019/9/15, 68, , 
2019/9/16, 68, , 
2019/9/17, 68, , 
2019/9/18, 61, , 
2019/9/19, 66, , 
2019/9/20, 61, , 
2019/9/21, 61, , 
2019/9/22, 65, , 
2019/9/23, 70, , 
2019/9/24, 60, , 
2019/9/25, 78, , 
2019/9/26, 97, , 
2019/9/27, 70, , 
2019/9/28, 71, , 
2019/9/29, 66, , 
2019/9/30, 62, , 
2019/10/1, 60, , 
2019/1/2, 109, 24, 
2019/1/3, 58, 29, 
2019/1/4, 72, 32, 
2019/1/5, 71, 41, 
2019/1/6, 86, 31, 
2019/1/7, 79, 24, 
2019/1/8, 77, 34, 
2019/1/9, 71, 24, 
2019/1/10, 65, 30, 
2019/1/11, 77, 30, 
2019/1/12, 64, , 
2019/1/14, 63, 37, 
2019/1/15, 54, 40, 
2019/1/16, 9, 35, 
2019/1/19, 71, 29, 
2019/1/20, 68, 25, 
2019/1/21, 76, , 
2019/1/23, 65, 32, 
2019/1/24, 70, , 
2019/1/26, 72, 32, 
2019/1/27, 73, 31, 
2019/1/28, 75, 40, 
2019/1/29, 81, 40, 
2019/1/30, 76, 40, 
2019/1/31, 72, 42, 
2019/2/1, 77, 43, 
2019/2/2, 85, 41, 
2019/2/3, 86, 28, 
2019/2/4, 66, 46, 
2019/2/5, 85, 47, 
2019/2/6, 94, 50, 
2019/2/7, 92, 53, 
2019/2/8, 110, 54, 
2019/2/9, 113, 48, 
2019/2/10, 94, 38, 
2019/2/11, 85, 42, 
2019/2/12, 89, 53, 
2019/2/13, 118, 49, 
2019/2/14, 103, 45, 
2019/2/15, 85, 46, 
2019/2/16, 95, 50, 
2019/2/18, 96, 48, 
2019/2/19, 105, , 
2019/2/20, 112, , 
2019/2/21, 86, 36, 
2019/2/22, 86, 35, 
2019/2/23, 83, 30, 
2019/2/24, 75, 32, 
2019/2/25, 87, 42, 
2019/2/26, 98, 56, 
2019/2/27, 137, 44, 
2019/2/28, 111, 42, 
2019/3/1, 103, 50, 
2019/3/2, 115, , 
2019/3/5, 96, , 
2019/3/7, 104, 52, 
2019/3/8, 103, 47, 
2019/3/9, 95, 35, 
2019/3/10, 89, 33, 
2019/3/11, 77, , 
2019/3/13, 104, 40, 
2019/3/14, 108, 53, 
2019/3/15, 120, , 
2019/3/19, 104, 34, 
2019/3/20, 76, 39, 
2019/3/21, 75, 39, 
2019/3/22, 80, 45, 
2019/3/23, 102, 41, 
2019/3/24, 93, 33, 
2019/3/25, 81, 31, 
2019/3/26, 75, , 
2018/10/2, 63, 29, 
2018/10/3, 61, 32, 
2018/10/4, 84, 42, 
2018/10/5, 91, 30, 
2018/10/6, 80, 22, 
2018/10/7, 59, , 
2018/10/9, 60, 43, 
2018/10/10, 102, 39, 
2018/10/11, 100, 18, 
2018/10/12, 54, , 
2018/10/16, 49, 28, 
2018/10/17, 71, 33, 
2018/10/18, 78, 39, 
2018/10/19, 82, , 
2018/10/22, 59, 29, 
2018/10/23, 56, 31, 
2018/10/24, 68, 30, 
2018/10/25, 69, 30, 
2018/10/26, 66, , 
2018/10/29, 55, 29, 
2018/10/30, 69, 35, 
2018/10/31, 79, 38, 
2018/11/1, 83, 38, 
2018/11/2, 79, , 
2018/11/6, 46, 30, 
2018/11/7, 68, 28, 
2018/11/8, 55, 36, 
2018/11/9, 73, 34, 
2018/11/10, 68, , 
2018/11/13, 68, 37, 
2018/11/14, 83, 33, 
2018/11/15, 81, 37, 
2018/11/16, 102, 32, 
2018/11/18, 72, 23, 
2018/11/19, 60, 31, 
2018/11/20, 74, 32, 
2018/11/21, 81, 34, 
2018/11/22, 85, 40, 
2018/11/23, 95, , 
2018/11/26, 59, 33, 
2018/11/27, 86, 25, 
2018/11/28, 60, 33, 
2018/11/29, 79, 38, 
2018/11/30, 90, , 
2018/12/3, 57, 30, 
2018/12/4, 65, 39, 
2018/12/5, 75, 34, 
2018/12/6, 61, 36, 
2018/12/7, 71, 37, 
2018/12/8, 91, , 
2018/12/10, 68, 36, 
2018/12/11, 80, 37, 
2018/12/12, 76, 32, 
2018/12/13, 65, 39, 
2018/12/14, 79, 42, 
2018/12/15, 78, , 
2018/12/17, 69, , 
2018/12/24, 72, 25, 
2018/12/25, 67, 20, 
2018/12/26, 76, 31, 
2018/12/27, 75, 36, 
2018/12/28, 75, 33, 
2018/12/29, 80, 32, 
2018/12/30, 91, 27, 
2018/12/31, 89, , 
2018/7/2, 86, 14, 
2018/7/3, 50, 22, 
2018/7/4, 58, 26, 
2018/7/5, 53, 21, 
2018/7/6, 59, , 
2018/7/7, 59, , 
2018/7/8, 59, , 
2018/7/9, 56, 30, 
2018/7/10, 58, 31, 
2018/7/11, 67, 26, 
2018/7/12, 67, 22, 
2018/7/13, 54, , 
2018/7/14, 61, , 
2018/7/15, 61, 15, 
2018/7/16, 58, 23, 
2018/7/17, 64, 19, 
2018/7/18, 67, 28, 
2018/7/19, 71, 25, 
2018/7/20, 64, 21, 
2018/7/21, 68, 27, 
2018/7/22, 70, 27, 
2018/7/23, 64, 41, 
2018/7/24, 77, 28, 
2018/7/25, 68, 20, 
2018/7/26, 59, 35, 
2018/7/27, 67, 41, 
2018/7/28, 86, 25, 
2018/7/29, 76, 17, 
2018/7/30, 53, 34, 
2018/7/31, 64, 34, 
2018/8/1, 73, 34, 
2018/8/2, 84, 42, 
2018/8/3, 80, 34, 
2018/8/4, 74, 27, 
2018/8/5, 64, 19, 
2018/8/6, 64, 35, 
2018/8/7, 92, 23, 
2018/8/8, 79, 31, 
2018/8/9, 84, 23, 
2018/8/10, 65, , 
2018/8/11, 76, , 
2018/8/13, 70, 27, 
2018/8/14, 69, , 
2018/8/16, 74, 29, 
2018/8/17, 78, , 
2018/8/21, 58, 33, 
2018/8/22, 73, 29, 
2018/8/23, 57, 34, 
2018/8/24, 70, , 
2018/8/27, 59, , 
2018/8/28, 53, 30, 
2018/8/29, 66, 36, 
2018/8/30, 74, 32, 
2018/8/31, 63, , 
2018/9/3, 46, 35, 
2018/9/4, 63, , 
2018/9/5, 84, 43, 
2018/9/6, 104, 40, 
2018/9/7, 88, , 
2018/9/9, 72, 19, 
2018/9/10, 65, 23, 
2018/9/11, 63, 33, 
2018/9/12, 73, 34, 
2018/9/13, 70, 43, 
2018/9/14, 87, 38, 
2018/9/15, 68, 28, 
2018/9/16, 67, 19, 
2018/9/17, 58, 33, 
2018/9/18, 79, 33, 
2018/9/19, 75, 32, 
2018/9/20, 76, , 
2018/9/24, 60, 30, 
2018/9/25, 79, 30, 
2018/9/26, 68, 37, 
2018/9/27, 77, 24, 
2018/9/28, 59, 44, 
2018/9/29, 99, , 
2018/10/1, 73, 28, 
2018/4/2, 69, , 
2018/4/3, 77, , 
2018/4/4, 99, , 
2018/4/5, 94, , 
2018/4/6, 99, , 
2018/4/7, 78, , 
2018/4/8, 85, , 
2018/4/9, 86, , 
2018/4/10, 100, , 
2018/4/11, 83, , 
2018/4/12, 81, , 
2018/4/13, 63, , 
2018/4/14, 85, , 
2018/4/15, 69, , 
2018/4/16, 76, , 
2018/4/17, 57, , 
2018/4/18, 72, , 
2018/4/19, 71, , 
2018/4/20, 45, , 
2018/4/23, 61, , 
2018/4/24, 57, , 
2018/4/25, 67, , 
2018/4/26, 60, , 
2018/4/27, 60, , 
2018/4/29, 70, , 
2018/4/30, 41, , 
2018/5/1, 64, , 
2018/5/2, 56, , 
2018/5/3, 59, , 
2018/5/4, 65, , 
2018/5/5, 67, , 
2018/5/6, 86, , 
2018/5/7, 71, , 
2018/5/8, 62, , 
2018/5/9, 55, , 
2018/5/10, 59, , 
2018/5/11, 72, , 
2018/5/12, 98, , 
2018/5/15, 57, 29, 
2018/5/17, 86, 35, 
2018/5/18, 78, 31, 
2018/5/19, 70, 26, 
2018/5/20, 62, 15, 
2018/5/21, 55, 29, 
2018/5/22, 59, 42, 
2018/5/23, 91, 40, 
2018/5/24, 72, 40, 
2018/5/25, 72, 37, 
2018/5/26, 63, , 
2018/5/28, 50, 29, 
2018/5/29, 61, 33, 
2018/5/30, 66, 41, 
2018/5/31, 75, 33, 
2018/6/1, 71, , 
2018/6/5, 41, 29, 
2018/6/6, 63, 34, 
2018/6/7, 71, 26, 
2018/6/8, 56, , 
2018/6/10, 71, , 
2018/6/11, 65, 19, 
2018/6/12, 53, 25, 
2018/6/13, 61, 22, 
2018/6/14, 60, 29, 
2018/6/15, 70, 41, 
2018/6/16, 80, , 
2018/6/17, 64, 15, 
2018/6/18, 50, 23, 
2018/6/19, 57, 30, 
2018/6/20, 64, 31, 
2018/6/21, 60, 20, 
2018/6/22, 54, 27, 
2018/6/23, 61, 19, 
2018/6/24, 61, 13, 
2018/6/25, 55, 19, 
2018/6/26, 61, 26, 
2018/6/27, 65, 31, 
2018/6/28, 70, 26, 
2018/6/29, 69, 30, 
2018/6/30, 73, , 
2018/7/1, 81, , 
2018/1/2, 89, , 
2018/1/5, 84, , 
2018/1/12, 52, , 
2018/1/13, 66, , 
2018/1/14, 61, , 
2018/1/15, 61, , 
2018/1/20, 61, , 
2018/1/22, 55, , 
2018/1/23, 91, , 
2018/1/24, 81, , 
2018/1/25, 72, , 
2018/1/26, 108, , 
2018/1/27, 87, , 
2018/1/28, 95, , 
2018/1/29, 74, , 
2018/1/30, 92, , 
2018/1/31, 81, , 
2018/2/1, 80, , 
2018/2/2, 98, , 
2018/2/5, 75, , 
2018/2/6, 83, , 
2018/2/7, 75, , 
2018/2/8, 95, , 
2018/2/9, 83, , 
2018/2/10, 88, , 
2018/2/12, 94, , 
2018/2/13, 89, , 
2018/2/14, 93, , 
2018/2/15, 90, , 
2018/2/16, 85, , 
2018/2/19, 87, , 
2018/2/20, 85, , 
2018/2/21, 107, , 
2018/2/22, 129, , 
2018/2/23, 119, , 
2018/2/24, 108, , 
2018/2/25, 91, , 
2018/2/26, 107, , 
2018/2/27, 106, , 
2018/2/28, 108, , 
2018/3/1, 110, , 
2018/3/2, 96, , 
2018/3/5, 89, , 
2018/3/6, 100, , 
2018/3/7, 128, , 
2018/3/8, 95, , 
2018/3/9, 75, , 
2018/3/12, 69, , 
2018/3/13, 95, , 
2018/3/14, 111, , 
2018/3/15, 95, , 
2018/3/16, 115, , 
2018/3/20, 115, , 
2018/3/21, 130, , 
2018/3/22, 120, , 
2018/3/23, 131, , 
2018/3/24, 127, , 
2018/3/25, 106, , 
2018/3/26, 94, , 
2018/3/27, 110, , 
2018/3/28, 100, , 
2018/3/29, 111, , 
2018/3/30, 92, , 
2018/3/31, 65, , 
2017/10/2, 85, , 
2017/10/3, 69, , 
2017/10/4, 112, , 
2017/10/5, 82, , 
2017/10/6, 68, , 
2017/10/7, 75, , 
2017/10/8, 72, , 
2017/10/9, 85, , 
2017/10/10, 126, , 
2017/10/11, 111, , 
2017/10/12, 90, , 
2017/10/13, 84, , 
2017/10/14, 74, , 
2017/10/15, 66, , 
2017/10/17, 58, , 
2017/10/18, 68, , 
2017/10/19, 81, , 
2017/10/20, 88, , 
2017/10/23, 84, , 
2017/10/24, 87, , 
2017/10/25, 66, , 
2017/10/26, 96, , 
2017/10/27, 92, , 
2017/10/30, 66, , 
2017/10/31, 78, , 
2017/11/1, 102, , 
2017/11/2, 64, , 
2017/11/3, 78, , 
2017/11/5, 75, , 
2017/11/6, 81, , 
2017/11/7, 53, , 
2017/11/9, 92, , 
2017/11/10, 119, , 
2017/11/11, 86, , 
2017/11/13, 54, , 
2017/11/14, 72, , 
2017/11/15, 82, , 
2017/11/16, 58, , 
2017/11/17, 58, , 
2017/11/20, 54, , 
2017/11/21, 75, , 
2017/11/22, 90, , 
2017/11/23, 84, , 
2017/11/24, 62, , 
2017/11/25, 93, , 
2017/11/26, 94, , 
2017/11/27, 59, , 
2017/11/28, 79, , 
2017/11/29, 89, , 
2017/11/30, 98, , 
2017/12/1, 112, , 
2017/12/2, 106, , 
2017/12/4, 72, , 
2017/12/5, 72, , 
2017/12/6, 53, , 
2017/12/7, 73, , 
2017/12/8, 84, , 
2017/12/9, 78, , 
2017/12/10, 82, , 
2017/12/11, 83, , 
2017/12/12, 63, , 
2017/12/13, 55, , 
2017/12/14, 68, , 
2017/12/16, 73, , 
2017/12/17, 73, , 
2017/12/18, 69, , 
2017/12/19, 75, , 
2017/12/20, 72, , 
2017/12/21, 87, , 
2017/12/22, 75, , 
2017/12/27, 61, , 
2017/12/29, 65, , 
2017/7/4, 58, , 
2017/7/5, 52, , 
2017/7/6, 52, , 
2017/7/7, 77, , 
2017/7/10, 50, , 
2017/7/11, 67, , 
2017/7/12, 72, , 
2017/7/13, 75, , 
2017/7/14, 78, , 
2017/7/17, 76, , 
2017/7/18, 88, , 
2017/7/19, 65, , 
2017/7/21, 63, , 
2017/7/22, 73, , 
2017/7/23, 62, , 
2017/7/24, 59, , 
2017/7/25, 71, , 
2017/7/26, 70, , 
2017/7/31, 76, , 
2017/8/4, 79, , 
2017/8/11, 55, , 
2017/8/14, 44, , 
2017/8/16, 52, , 
2017/8/22, 46, , 
2017/8/29, 54, , 
2017/9/12, 62, , 
2017/9/14, 98, , 
2017/9/15, 83, , 
2017/9/16, 75, , 
2017/9/18, 61, , 
2017/9/19, 90, , 
2017/9/20, 102, , 
2017/9/21, 107, , 
2017/9/25, 86, , 
2017/9/26, 76, , 
2017/9/27, 96, , 
2017/9/28, 83, , 
2017/9/29, 76, , 
2017/4/3, 71, , 
2017/4/4, 129, , 
2017/4/5, 92, , 
2017/4/6, 112, , 
2017/4/7, 121, , 
2017/4/8, 104, , 
2017/4/17, 62, , 
2017/4/18, 82, , 
2017/4/19, 102, , 
2017/4/20, 75, , 
2017/4/21, 87, , 
2017/4/22, 100, , 
2017/4/23, 88, , 
2017/4/24, 81, , 
2017/4/25, 70, , 
2017/4/26, 75, , 
2017/4/27, 71, , 
2017/4/28, 90, , 
2017/4/29, 61, , 
2017/5/2, 84, , 
2017/5/3, 79, , 
2017/5/4, 111, , 
2017/5/5, 95, , 
2017/5/6, 102, , 
2017/5/8, 75, , 
2017/5/9, 75, , 
2017/5/10, 83, , 
2017/5/11, 84, , 
2017/5/12, 84, , 
2017/5/13, 80, , 
2017/5/18, 50, , 
2017/5/19, 64, , 
2017/5/20, 49, , 
2017/5/21, 57, , 
2017/5/22, 49, , 
2017/5/23, 70, , 
2017/5/24, 63, , 
2017/5/25, 62, , 
2017/5/26, 77, , 
2017/5/27, 117, , 
2017/5/29, 68, , 
2017/5/30, 67, , 
2017/5/31, 65, , 
2017/6/1, 73, , 
2017/6/2, 75, , 
2017/6/3, 70, , 
2017/6/4, 107, , 
2017/6/5, 63, , 
2017/6/6, 58, , 
2017/6/7, 71, , 
2017/6/8, 69, , 
2017/6/9, 58, , 
2017/6/10, 78, , 
2017/6/11, 68, , 
2017/6/12, 60, , 
2017/6/13, 56, , 
2017/6/14, 62, , 
2017/6/15, 85, , 
2017/6/16, 53, , 
2017/6/17, 78, , 
2017/6/18, 60, , 
2017/6/19, 67, , 
2017/6/20, 44, , 
2017/6/21, 60, , 
2017/6/22, 76, , 
2017/6/23, 58, , 
2017/6/24, 63, , 
2017/6/25, 71, , 
2017/6/26, 77, , 
2017/6/27, 66, , 
2017/6/28, 68, , 
2017/6/29, 61, , 
2017/6/30, 73, , 
2017/7/1, 87, , 
2017/1/3, 53, , 
2017/1/4, 62, , 
2017/1/9, 60, , 
2017/1/14, 78, , 
2017/1/16, 64, , 
2017/1/17, 59, , 
2017/1/18, 70, , 
2017/1/20, 107, , 
2017/1/23, 64, , 
2017/1/24, 69, , 
2017/1/25, 82, , 
2017/1/26, 73, , 
2017/1/27, 78, , 
2017/1/29, 71, , 
2017/1/30, 61, , 
2017/1/31, 59, , 
2017/2/1, 75, , 
2017/2/2, 77, , 
2017/2/3, 85, , 
2017/2/6, 69, , 
2017/2/7, 79, , 
2017/2/8, 94, , 
2017/2/9, 93, , 
2017/2/10, 109, , 
2017/2/13, 71, , 
2017/2/14, 71, , 
2017/2/15, 76, , 
2017/2/16, 86, , 
2017/2/17, 82, , 
2017/2/18, 70, , 
2017/2/20, 71, , 
2017/2/21, 103, , 
2017/2/22, 105, , 
2017/2/23, 86, , 
2017/2/24, 75, , 
2017/2/25, 98, , 
2017/2/26, 103, , 
2017/2/27, 110, , 
2017/2/28, 110, , 
2017/3/1, 101, , 
2017/3/3, 109, , 
2017/3/4, 100, , 
2017/3/5, 75, , 
2017/3/6, 75, , 
2017/3/7, 86, , 
2017/3/8, 97, , 
2017/3/9, 97, , 
2017/3/10, 94, , 
2017/3/11, 107, , 
2017/3/12, 111, , 
2017/3/13, 72, , 
2017/3/14, 99, , 
2017/3/15, 109, , 
2017/3/16, 71, , 
2017/3/17, 92, , 
2017/3/19, 133, , 
2017/3/21, 95, , 
2017/3/22, 92, , 
2017/3/23, 150, , 
2017/3/26, 101, , 
2017/3/27, 68, , 
2017/3/28, 63, , 
2017/3/29, 92, , 
2017/3/30, 69, , 
2017/3/31, 80, , 
2017/4/1, 74, , 
2016/10/9, 72, , 
2016/10/10, 61, , 
2016/10/11, 70, , 
2016/10/12, 70, , 
2016/10/13, 78, , 
2016/10/14, 87, , 
2016/10/15, 67, , 
2016/10/16, 68, , 
2016/10/17, 63, , 
2016/10/18, 73, , 
2016/10/19, 75, , 
2016/10/20, 107, , 
2016/10/21, 81, , 
2016/10/24, 73, , 
2016/10/25, 103, , 
2016/10/26, 79, , 
2016/10/27, 66, , 
2016/10/28, 54, , 
2016/10/31, 51, , 
2016/11/1, 75, , 
2016/11/2, 71, , 
2016/11/3, 79, , 
2016/11/4, 53, , 
2016/11/5, 70, , 
2016/11/6, 97, , 
2016/11/8, 66, , 
2016/11/9, 78, , 
2016/11/10, 61, , 
2016/11/11, 62, , 
2016/11/15, 83, , 
2016/11/16, 58, , 
2016/11/17, 75, , 
2016/11/18, 63, , 
2016/11/21, 47, , 
2016/11/22, 59, , 
2016/11/23, 78, , 
2016/11/24, 70, , 
2016/11/25, 87, , 
2016/11/26, 98, , 
2016/11/28, 83, , 
2016/11/29, 93, , 
2016/11/30, 79, , 
2016/12/1, 69, , 
2016/12/2, 59, , 
2016/12/3, 89, , 
2016/12/5, 67, , 
2016/12/6, 79, , 
2016/12/7, 88, , 
2016/12/12, 56, , 
2016/12/13, 64, , 
2016/12/14, 67, , 
2016/12/15, 66, , 
2016/12/16, 73, , 
2016/12/17, 88, , 
2016/12/18, 77, , 
2016/12/19, 64, , 
2016/12/22, 79, , 
2016/12/24, 72, , 
2016/12/26, 109, , 
2016/12/27, 89, , 
2016/12/28, 76, , 
2016/12/29, 60, , 
2016/12/30, 62, , 
2016/12/31, 75, , 
2017/1/2, 118, , 
2016/4/20, 165, , 
2016/4/21, 161, , 
2016/4/22, 154, , 
2016/4/23, 147, , 
2016/4/24, 155, , 
2016/4/25, 150, , 
2016/4/26, 142, , 
2016/4/27, 157, , 
2016/4/28, 183, , 
2016/4/29, 170, , 
2016/4/30, 165, , 
2016/5/1, 178, , 
2016/5/2, 170, , 
2016/5/3, 158, , 
2016/5/4, 164, , 
2016/5/5, 163, , 
2016/1/5, 151, , 
2016/1/6, 159, , 
2016/1/7, 162, , 
2016/1/8, 168, , 
2016/1/9, 159, , 
2016/1/10, 151, , 
2016/1/11, 151, , 
2016/1/12, 149, , 
2016/1/13, 161, , 
2016/1/14, 160, , 
2016/1/15, 158, , 
2016/1/16, 163, , 
2016/1/17, 165, , 
2016/1/18, 160, , 
2016/1/19, 160, , 
2016/1/20, 163, , 
2016/1/21, 166, , 
2016/1/22, 172, , 
2016/1/23, 171, , 
2016/1/24, 180, , 
2016/1/25, 160, , 
2016/1/26, 156, , 
2016/1/27, 168, , 
2016/1/28, 172, , 
2016/1/29, 179, , 
2015/10/2, 171, , 
2015/10/3, 165, , 
2015/10/4, 156, , 
2015/10/6, 151, , 
2015/10/7, 162, , 
2015/10/8, 160, , 
2015/10/10, 156, , 
2015/10/11, 155, , 
2015/10/12, 156, , 
2015/10/13, 155, , 
2015/10/14, 143, , 
2015/10/15, 156, , 
2015/10/16, 161, , 
2015/10/17, 164, , 
2015/10/20, 153, , 
2015/10/21, 159, , 
2015/10/22, 172, , 
2015/10/23, 162, , 
2015/10/24, 159, , 
2015/10/31, 165, , 
2015/11/1, 158, , 
2015/11/2, 164, , 
2015/11/3, 152, , 
2015/11/4, 154, , 
2015/11/5, 160, , 
2015/11/6, 161, , 
2015/11/7, 158, , 
2015/11/8, 162, , 
2015/11/9, 166, , 
2015/11/10, 159, , 
2015/11/11, 155, , 
2015/11/12, 157, , 
2015/11/13, 166, , 
2015/11/14, 156, , 
2015/11/15, 156, , 
2015/11/16, 155, , 
2015/11/17, 155, , 
2015/11/18, 165, , 
2015/11/19, 160, , 
2015/11/20, 157, , 
2015/11/21, 169, , 
2015/11/22, 165, , 
2015/11/23, 155, , 
2015/11/24, 152, , 
2015/11/25, 158, , 
2015/11/26, 169, , 
2015/11/29, 158, , 
2015/11/30, 160, , 
2015/12/1, 156, , 
2015/12/2, 160, , 
2015/12/3, 154, , 
2015/12/4, 164, , 
2015/12/5, 157, , 
2015/12/6, 159, , 
2015/12/7, 155, , 
2015/12/8, 161, , 
2015/12/9, 161, , 
2015/12/10, 168, , 
2015/12/11, 165, , 
2015/12/12, 161, , 
2015/12/13, 167, , 
2015/12/14, 160, , 
2015/12/15, 164, , 
2015/12/16, 162, , 
2015/12/17, 161, , 
2015/12/18, 164, , 
2015/12/19, 158, , 
2015/12/20, 168, , 
2015/12/21, 153, , 
2015/12/22, 156, , 
2015/12/23, 156, , 
2015/12/24, 157, , 
2015/8/12, 139, , 
2015/8/13, 158, , 
2015/8/14, 156, , 
2015/8/15, 158, , 
2015/8/16, 152, , 
2015/8/17, 140, , 
2015/8/18, 131, , 
2015/8/19, 147, , 
2015/8/20, 156, , 
2015/8/21, 159, , 
2015/8/22, 156, , 
2015/8/23, 161, , 
2015/8/24, 157, , 
2015/8/25, 155, , 
2015/8/26, 160, , 
2015/8/27, 159, , 
2015/8/28, 158, , 
2015/8/29, 154, , 
2015/8/30, 154, , 
2015/8/31, 170, , 
2015/9/1, 168, , 
2015/9/2, 159, , 
2015/9/3, 161, , 
2015/9/4, 163, , 
2015/9/5, 158, , 
2015/9/6, 158, , 
2015/9/7, 152, , 
2015/9/8, 153, , 
2015/9/10, 154, , 
2015/9/11, 155, , 
2015/9/12, 158, , 
2015/9/13, 161, , 
2015/9/14, 162, , 
2015/9/15, 160, , 
2015/9/16, 159, , 
2015/9/17, 161, , 
2015/9/18, 160, , 
2015/9/24, 157, , 
2015/9/25, 158, , 
2015/9/26, 156, , 
2015/9/30, 162, , 
2015/10/1, 158, , 
2015/6/2, 155, , 
2015/6/3, 163, , 
2015/6/5, 157, , 
2015/6/6, 158, , 
2015/6/7, 162, , 
2015/6/8, 155, , 
2015/6/9, 146, , 
2015/6/10, 149, , 
2015/6/11, 155, , 
2015/6/12, 152, , 
2015/6/13, 163, , 
2015/6/14, 155, , 
2015/6/15, 149, , 
2015/6/16, 137, , 
2015/6/17, 151, , 
2015/6/18, 159, , 
2015/6/19, 158, , 
2015/6/20, 148, , 
2015/6/21, 156, , 
2015/6/22, 137, , 
2015/6/23, 102, , 
2015/6/24, 154, , 
2015/6/25, 135, , 
2015/6/26, 156, , 
2015/6/27, 144, , 
2015/6/28, 88, , 
2015/6/29, 87, , 
2015/6/30, 110, , 
2015/7/1, 154, , 
2015/7/2, 158, , 
2015/7/3, 162, , 
2015/7/5, 164, , 
2015/7/6, 156, , 
2019/8/23, , 54, 
2019/1/1, , 29, 
2019/1/13, , 23, 
2019/1/17, , 41, 
2019/1/18, , 35, 
2019/1/22, , 30, 
2019/1/25, , 34, 
2019/2/17, , 41, 
2019/3/4, , 40, 
2019/3/6, , 50, 
2019/3/12, , 45, 
2019/3/18, , 44, 
2018/10/8, , 27, 
2018/10/15, , 15, 
2018/10/21, , 21, 
2018/10/28, , 19, 
2018/11/5, , 15, 
2018/11/12, , 21, 
2018/11/17, , 31, 
2018/11/24, , 29, 
2018/11/25, , 16, 
2018/12/2, , 24, 
2018/12/9, , 27, 
2018/12/18, , 40, 
2018/12/19, , 41, 
2018/12/20, , 50, 
2018/12/21, , 33, 
2018/12/22, , 36, 
2018/12/23, , 24, 
2018/8/12, , 23, 
2018/8/15, , 28, 
2018/8/20, , 17, 
2018/8/26, , 18, 
2018/9/2, , 18, 
2018/9/8, , 28, 
2018/9/23, , 21, 
2018/9/30, , 23, 
2018/5/14, , 15, 
2018/5/16, , 34, 
2018/5/27, , 22, 
2018/6/4, , 13, 
2024/9/8, , , 5
2024/9/9, , , 9
2024/9/10, , , 11
2024/9/23, , , 11
2023/7/19, , , 11
2023/7/20, , , 7
2023/7/21, , , 15
2023/9/7, , , 17
2023/9/8, , , 12
2023/9/9, , , 15
2023/5/22, , , 12
2023/5/29, , , 18
2023/5/30, , , 13
2023/6/9, , , 20
2023/6/10, , , 15
2023/6/21, , , 13
2022/8/7, , , 6
2022/8/8, , , 9
2022/8/9, , , 13
2022/6/6, , , 21
2022/1/3, , , 13
2021/12/15, , , 15
2021/7/11, , , 6
2021/7/12, , , 11
2021/7/13, , , 11
2021/9/1, , , 11
2020/7/26, , , 7
2020/7/27, , , 12
2020/8/29, , , 11
2020/6/27, , , 13
2020/6/28, , , 8
2020/1/1, , , 11