date, pm25, pm10, no2, co
2020/1/10, 83, 57, , 
2020/1/11, 81, 57, , 
2020/1/12, 76, 53, , 
2020/1/13, 71, 50, , 
2020/1/14, 73, 55, , 
2020/1/15, 74, 59, , 
2020/1/16, 81, 61, , 
2020/1/17, 83, 58, , 
2020/1/18, 73, 54, , 
2020/1/19, 67, 48, , 
2020/1/20, 58, 43, , 
2020/1/21, 64, 55, , 
2020/1/22, 87, 50, , 
2020/1/23, 86, 52, , 
2020/1/24, 82, 54, , 
2020/1/25, 78, 49, , 
2020/1/26, 70, 48, , 
2020/1/27, 62, , , 
2020/1/29, 71, 55, , 
2020/1/30, 82, 57, , 
2020/1/31, 83, 63, , 
2020/2/1, 113, 54, , 
2020/2/2, 88, 41, , 
2020/2/3, 73, 39, , 
2020/2/4, 66, 50, , 
2020/2/5, 73, 56, , 
2020/2/6, 85, 61, , 
2020/2/7, 97, 63, , 
2020/2/8, 102, 66, , 
2020/2/9, 124, 60, , 
2020/2/10, 112, 59, , 
2020/2/11, 98, 67, , 
2020/2/12, 108, 65, , 
2020/2/13, 105, 65, , 
2020/2/14, 109, 71, , 
2020/2/15, 137, 61, , 
2020/2/16, 122, 46, , 
2020/2/17, 82, 43, , 
2020/2/18, 73, 54, , 
2020/2/19, 85, 57, , 
2020/2/20, 90, 60, , 
2020/2/21, 96, 61, , 
2020/2/22, 112, 57, , 
2020/2/23, 108, 55, , 
2020/2/24, 99, 53, , 
2020/2/25, 99, 55, , 
2020/2/26, 101, 54, , 
2020/2/27, 96, 66, , 
2020/2/28, 132, 66, , 
2020/2/29, 128, 68, , 
2020/3/1, 139, 60, , 
2020/3/2, 120, 53, , 
2020/3/3, 107, 63, , 
2020/3/4, 122, 65, , 
2020/3/5, 137, 65, , 
2020/3/6, 130, 70, , 
2020/3/7, 148, 76, , 
2020/3/8, 158, 67, , 
2020/3/9, 152, 68, , 
2020/3/10, 151, 66, , 
2020/3/11, 141, 63, , 
2020/3/12, 126, 62, , 
2020/3/13, 140, 62, , 
2020/3/14, 143, 60, , 
2020/3/15, 121, 66, , 
2020/3/16, 152, 60, , 
2020/3/17, 135, 73, , 
2020/3/18, 156, 76, , 
2020/3/19, 156, 80, , 
2020/3/20, 160, 77, , 
2020/3/21, 160, 55, , 
2020/3/22, 120, 46, , 
2020/3/23, 102, 52, , 
2020/3/24, 133, 57, , 
2020/3/25, 147, 57, , 
2020/3/26, 141, 62, , 
2020/3/27, 152, 60, , 
2020/3/28, 149, 55, , 
2020/3/29, 138, 58, , 
2020/3/30, 148, 53, , 
2020/3/31, 128, 38, , 
2020/4/1, 99, 26, , 
2019/10/2, 86, 52, , 
2019/10/3, 74, 53, , 
2019/10/4, 79, 58, , 
2019/10/5, 88, 53, , 
2019/10/6, 80, 48, , 
2019/10/7, 76, 36, , 
2019/10/8, 64, 48, , 
2019/10/9, 72, 55, , 
2019/10/10, 85, 53, , 
2019/10/11, 83, 54, , 
2019/10/12, 89, 56, , 
2019/10/13, 102, 43, , 
2019/10/14, 84, 32, , 
2019/10/15, 62, 43, , 
2019/10/16, 68, 56, , 
2019/10/17, 78, 53, , 
2019/10/18, 83, 56, , 
2019/10/19, 83, 55, , 
2019/10/20, 81, 49, , 
2019/10/21, 77, 38, , 
2019/10/22, 72, 55, , 
2019/10/23, 102, 48, , 
2019/10/24, 84, 41, , 
2019/10/25, 78, 57, , 
2019/10/26, 99, 54, , 
2019/10/27, 92, 46, , 
2019/10/28, 77, , , 
2019/10/30, 64, 50, , 
2019/10/31, 72, 46, , 
2019/11/1, 72, 51, , 
2019/11/2, 78, 54, , 
2019/11/3, 98, 46, , 
2019/11/4, 74, 39, , 
2019/11/5, 69, 40, , 
2019/11/6, 70, 52, , 
2019/11/7, 77, 54, , 
2019/11/8, 77, 54, , 
2019/11/9, 81, 51, , 
2019/11/10, 88, 51, , 
2019/11/11, 89, 38, , 
2019/11/12, 74, 32, , 
2019/11/13, 63, 52, , 
2019/11/14, 91, 59, , 
2019/11/15, 113, 55, , 
2019/11/16, 102, 54, , 
2019/11/17, 85, 45, , 
2019/11/18, 70, 41, , 
2019/11/19, 61, 48, , 
2019/11/20, 72, 52, , 
2019/11/21, 82, 54, , 
2019/11/22, 72, 43, , 
2019/11/23, 70, 61, , 
2019/11/24, 98, 53, , 
2019/11/25, 76, 49, , 
2019/11/26, 71, 56, , 
2019/11/27, 77, 55, , 
2019/11/28, 70, 53, , 
2019/11/29, 69, 60, , 
2019/11/30, 79, 60, , 
2019/12/1, 82, 53, , 
2019/12/2, 72, 45, , 
2019/12/3, 67, 57, , 
2019/12/4, 82, 61, , 
2019/12/5, 89, 58, , 
2019/12/6, 89, 56, , 
2019/12/7, 77, 58, , 
2019/12/8, 85, 53, , 
2019/12/9, 94, 47, , 
2019/12/10, 71, 56, , 
2019/12/11, 79, 55, , 
2019/12/12, 85, 56, , 
2019/12/13, 81, 53, , 
2019/12/14, 82, 55, , 
2019/12/15, 81, 48, , 
2019/12/16, 75, 46, , 
2019/12/17, 71, 55, , 
2019/12/18, 84, 57, , 
2019/12/19, 95, 58, , 
2019/12/20, 85, 58, , 
2019/12/21, 75, 61, , 
2019/12/22, 80, 54, , 
2019/12/23, 70, 51, , 
2019/12/24, 74, 56, , 
2019/12/25, 80, 47, , 
2019/12/26, 76, 42, , 
2019/12/27, 62, 56, , 
2019/12/28, 75, 60, , 
2019/12/29, 85, 48, , 
2019/12/30, 70, , , 
2019/8/24, 92, 55, , 
2019/8/25, 82, 45, , 
2019/8/26, 71, 43, , 
2019/8/27, 68, 52, , 
2019/8/28, 80, 57, , 
2019/8/29, 90, 58, , 
2019/8/30, 91, 57, , 
2019/8/31, 94, 56, , 
2019/9/1, 93, 45, , 
2019/9/2, 81, 38, , 
2019/9/3, 72, 50, , 
2019/9/4, 77, 49, , 
2019/9/5, 73, 49, , 
2019/9/6, 75, 51, , 
2019/9/7, 77, 56, , 
2019/9/8, 91, 45, , 
2019/9/9, 75, 42, , 
2019/9/10, 73, 50, , 
2019/9/11, 79, 50, , 
2019/9/12, 77, 51, , 
2019/9/13, 77, 50, , 
2019/9/14, 72, 52, , 
2019/9/15, 76, 43, , 
2019/9/16, 69, 39, , 
2019/9/17, 70, 50, , 
2019/9/18, 80, 50, , 
2019/9/19, 83, 41, , 
2019/9/20, 77, 54, , 
2019/9/21, 84, 58, , 
2019/9/22, 91, 51, , 
2019/9/23, 87, 36, , 
2019/9/24, 68, 54, , 
2019/9/25, 94, 58, , 
2019/9/26, 99, 46, , 
2019/9/27, 91, 56, , 
2019/9/28, 90, 53, , 
2019/9/29, 80, 48, , 
2019/9/30, 75, 41, , 
2019/10/1, 72, 48, , 
2018/4/2, 70, , , 
2018/4/3, 86, , , 
2018/4/4, 98, , , 
2018/4/5, 91, , , 
2018/4/6, 98, , , 
2018/4/7, 90, , , 
2018/4/8, 94, , , 
2018/4/9, 91, , , 
2018/4/10, 91, , , 
2018/4/11, 98, , , 
2018/4/12, 101, , , 
2018/4/13, 88, , , 
2018/4/14, 100, , , 
2018/4/15, 102, , , 
2018/4/16, 105, , , 
2018/1/5, 105, , , 
2018/1/16, 65, , , 
2018/1/17, 22, , , 
2018/1/18, 20, , , 
2018/1/19, 40, , , 
2018/1/20, 78, , , 
2018/1/23, 71, , , 
2018/1/24, 70, , , 
2018/1/25, 69, , , 
2018/1/27, 98, , , 
2018/1/28, 100, , , 
2018/1/29, 79, , , 
2018/1/30, 97, , , 
2018/1/31, 94, , , 
2018/2/1, 102, , , 
2018/2/2, 121, , , 
2018/2/5, 80, , , 
2018/2/6, 99, , , 
2018/2/8, 103, , , 
2018/2/9, 105, , , 
2018/2/10, 109, , , 
2018/2/12, 113, , , 
2018/2/13, 110, , , 
2018/2/14, 100, , , 
2018/2/15, 113, , , 
2018/2/16, 101, , , 
2018/2/19, 116, , , 
2018/2/20, 105, , , 
2018/2/21, 128, , , 
2018/2/22, 149, , , 
2018/2/23, 146, , , 
2018/2/24, 129, , , 
2018/2/25, 113, , , 
2018/2/26, 110, , , 
2018/2/27, 115, , , 
2018/2/28, 122, , , 
2018/3/1, 119, , , 
2018/3/2, 116, , , 
2018/3/5, 111, , , 
2018/3/6, 135, , , 
2018/3/7, 154, , , 
2018/3/8, 121, , , 
2018/3/9, 111, , , 
2018/3/12, 68, , , 
2018/3/13, 102, , , 
2018/3/14, 125, , , 
2018/3/15, 108, , , 
2018/3/16, 133, , , 
2018/3/20, 115, , , 
2018/3/21, 137, , , 
2018/3/22, 133, , , 
2018/3/23, 145, , , 
2018/3/24, 128, , , 
2018/3/25, 116, , , 
2018/3/26, 88, , , 
2018/3/27, 107, , , 
2018/3/28, 97, , , 
2018/3/29, 119, , , 
2018/3/30, 111, , , 
2018/3/31, 70, , , 
2017/10/2, 95, , , 
2017/10/3, 79, , , 
2017/10/4, 119, , , 
2017/10/5, 117, , , 
2017/10/6, 100, , , 
2017/10/8, 84, , , 
2017/10/9, 86, , , 
2017/10/10, 123, , , 
2017/10/11, 116, , , 
2017/10/12, 88, , , 
2017/10/13, 91, , , 
2017/10/14, 88, , , 
2017/10/15, 78, , , 
2017/10/17, 59, , , 
2017/10/18, 73, , , 
2017/10/19, 77, , , 
2017/10/20, 91, , , 
2017/10/23, 93, , , 
2017/10/24, 90, , , 
2017/10/25, 103, , , 
2017/10/26, 111, , , 
2017/10/27, 111, , , 
2017/10/30, 85, , , 
2017/10/31, 99, , , 
2017/11/1, 100, , , 
2017/11/2, 98, , , 
2017/11/3, 103, , , 
2017/11/5, 92, , , 
2017/11/6, 98, , , 
2017/11/7, 67, , , 
2017/11/9, 117, , , 
2017/11/10, 126, , , 
2017/11/11, 119, , , 
2017/11/13, 80, , , 
2017/11/14, 91, , , 
2017/11/15, 114, , , 
2017/11/16, 80, , , 
2017/11/17, 72, , , 
2017/11/20, 54, , , 
2017/11/21, 78, , , 
2017/11/22, 94, , , 
2017/11/23, 85, , , 
2017/11/24, 81, , , 
2017/11/25, 100, , , 
2017/11/26, 99, , , 
2017/11/27, 59, , , 
2017/11/28, 85, , , 
2017/11/29, 83, , , 
2017/11/30, 92, , , 
2017/12/1, 105, , , 
2017/12/2, 91, , , 
2017/12/4, 70, , , 
2017/12/5, 86, , , 
2017/12/6, 72, , , 
2017/12/7, 80, , , 
2017/12/8, 86, , , 
2017/12/9, 83, , , 
2017/12/10, 85, , , 
2017/12/11, 97, , , 
2017/12/13, 80, , , 
2017/12/14, 81, , , 
2017/12/15, 75, , , 
2017/12/16, 84, , , 
2017/12/17, 93, , , 
2017/12/18, 78, , , 
2017/12/19, 80, , , 
2017/12/20, 91, , , 
2017/12/21, 97, , , 
2017/12/22, 81, , , 
2017/12/27, 81, , , 
2017/7/4, 59, , , 
2017/7/5, 67, , , 
2017/7/6, 57, , , 
2017/7/7, 75, , , 
2017/7/10, 54, , , 
2017/7/11, 62, , , 
2017/7/12, 74, , , 
2017/7/13, 71, , , 
2017/7/14, 89, , , 
2017/7/17, 77, , , 
2017/7/18, 91, , , 
2017/7/19, 63, , , 
2017/7/21, 64, , , 
2017/7/22, 85, , , 
2017/7/23, 72, , , 
2017/7/24, 56, , , 
2017/7/25, 66, , , 
2017/7/26, 60, , , 
2017/7/31, 71, , , 
2017/8/4, 80, , , 
2017/8/11, 82, , , 
2017/8/14, 60, , , 
2017/8/16, 77, , , 
2017/8/22, 52, , , 
2017/8/29, 78, , , 
2017/9/12, 82, , , 
2017/9/14, 103, , , 
2017/9/15, 95, , , 
2017/9/16, 85, , , 
2017/9/18, 67, , , 
2017/9/19, 94, , , 
2017/9/20, 99, , , 
2017/9/21, 115, , , 
2017/9/25, 90, , , 
2017/9/26, 79, , , 
2017/9/27, 102, , , 
2017/9/28, 93, , , 
2017/9/29, 92, , , 
2017/4/3, 70, , , 
2017/4/4, 55, , , 
2017/4/5, 96, , , 
2017/4/6, 117, , , 
2017/4/7, 129, , , 
2017/4/8, 80, , , 
2017/4/17, 53, , , 
2017/4/18, 78, , , 
2017/4/19, 90, , , 
2017/4/20, 86, , , 
2017/4/21, 88, , , 
2017/4/22, 96, , , 
2017/4/23, 109, , , 
2017/4/24, 79, , , 
2017/4/25, 88, , , 
2017/4/26, 96, , , 
2017/4/27, 83, , , 
2017/4/28, 96, , , 
2017/4/29, 63, , , 
2017/5/2, 99, , , 
2017/5/3, 88, , , 
2017/5/4, 132, , , 
2017/5/5, 136, , , 
2017/5/6, 122, , , 
2017/5/7, 68, , , 
2017/5/8, 94, , , 
2017/5/9, 86, , , 
2017/5/10, 100, , , 
2017/5/11, 73, , , 
2017/5/12, 103, , , 
2017/5/13, 122, , , 
2017/5/18, 86, , , 
2017/5/19, 95, , , 
2017/5/20, 91, , , 
2017/5/21, 93, , , 
2017/5/22, 82, , , 
2017/5/23, 108, , , 
2017/5/24, 103, , , 
2017/5/25, 90, , , 
2017/5/26, 82, , , 
2017/5/27, 85, , , 
2017/5/29, 77, , , 
2017/5/30, 81, , , 
2017/5/31, 73, , , 
2017/6/1, 78, , , 
2017/6/2, 84, , , 
2017/6/3, 77, , , 
2017/6/4, 95, , , 
2017/6/5, 69, , , 
2017/6/6, 80, , , 
2017/6/7, 83, , , 
2017/6/8, 96, , , 
2017/6/9, 84, , , 
2017/6/10, 94, , , 
2017/6/11, 70, , , 
2017/6/12, 65, , , 
2017/6/13, 69, , , 
2017/6/14, 95, , , 
2017/6/15, 104, , , 
2017/6/16, 87, , , 
2017/6/17, 101, , , 
2017/6/18, 89, , , 
2017/6/19, 72, , , 
2017/6/20, 63, , , 
2017/6/21, 72, , , 
2017/6/22, 93, , , 
2017/6/24, 73, , , 
2017/6/25, 75, , , 
2017/6/26, 77, , , 
2017/6/27, 57, , , 
2017/6/28, 71, , , 
2017/6/29, 71, , , 
2017/6/30, 71, , , 
2017/7/1, 68, , , 
2017/1/3, 75, , , 
2017/1/4, 85, , , 
2017/1/9, 83, , , 
2017/1/14, 92, , , 
2017/1/16, 85, , , 
2017/1/17, 92, , , 
2017/1/18, 98, , , 
2017/1/20, 129, , , 
2017/1/23, 80, , , 
2017/1/24, 88, , , 
2017/1/25, 99, , , 
2017/1/26, 95, , , 
2017/1/27, 101, , , 
2017/1/29, 92, , , 
2017/2/2, 119, , , 
2017/2/3, 108, , , 
2017/2/6, 100, , , 
2017/2/7, 108, , , 
2017/2/8, 114, , , 
2017/2/9, 122, , , 
2017/2/10, 127, , , 
2017/2/13, 103, , , 
2017/2/14, 112, , , 
2017/2/15, 99, , , 
2017/2/16, 99, , , 
2017/2/17, 99, , , 
2017/2/18, 92, , , 
2017/2/20, 76, , , 
2017/2/21, 111, , , 
2017/2/22, 108, , , 
2017/2/23, 93, , , 
2017/2/24, 91, , , 
2017/2/25, 109, , , 
2017/2/26, 114, , , 
2017/2/27, 112, , , 
2017/2/28, 107, , , 
2017/3/1, 101, , , 
2017/3/2, 111, , , 
2017/3/3, 109, , , 
2017/3/4, 109, , , 
2017/3/5, 88, , , 
2017/3/6, 91, , , 
2017/3/7, 106, , , 
2017/3/8, 100, , , 
2017/3/9, 118, , , 
2017/3/10, 95, , , 
2017/3/11, 120, , , 
2017/3/12, 131, , , 
2017/3/13, 91, , , 
2017/3/14, 117, , , 
2017/3/15, 119, , , 
2017/3/16, 121, , , 
2017/3/17, 81, , , 
2017/3/19, 80, , , 
2017/3/21, 116, , , 
2017/3/22, 111, , , 
2017/3/23, 153, , , 
2017/3/24, 114, , , 
2017/3/28, 65, , , 
2017/3/29, 89, , , 
2017/3/30, 87, , , 
2017/3/31, 92, , , 
2017/4/1, 102, , , 
2016/10/9, 102, , , 
2016/10/10, 90, , , 
2016/10/11, 105, , , 
2016/10/12, 113, , , 
2016/10/13, 111, , , 
2016/10/14, 115, , , 
2016/10/15, 94, , , 
2016/10/16, 104, , , 
2016/10/17, 91, , , 
2016/10/18, 95, , , 
2016/10/19, 106, , , 
2016/10/20, 127, , , 
2016/10/21, 103, , , 
2016/10/24, 90, , , 
2016/10/25, 110, , , 
2016/10/26, 103, , , 
2016/10/27, 99, , , 
2016/10/28, 94, , , 
2016/10/31, 81, , , 
2016/11/1, 116, , , 
2016/11/2, 112, , , 
2016/11/3, 110, , , 
2016/11/4, 102, , , 
2016/11/5, 105, , , 
2016/11/6, 130, , , 
2016/11/8, 94, , , 
2016/11/9, 112, , , 
2016/11/10, 101, , , 
2016/11/11, 103, , , 
2016/11/17, 104, , , 
2016/11/18, 95, , , 
2016/11/21, 81, , , 
2016/11/22, 89, , , 
2016/11/23, 115, , , 
2016/11/24, 98, , , 
2016/11/25, 94, , , 
2016/11/26, 116, , , 
2016/11/28, 90, , , 
2016/11/29, 105, , , 
2016/11/30, 97, , , 
2016/12/1, 107, , , 
2016/12/2, 112, , , 
2016/12/3, 117, , , 
2016/12/5, 85, , , 
2016/12/6, 112, , , 
2016/12/7, 118, , , 
2016/12/12, 82, , , 
2016/12/13, 100, , , 
2016/12/14, 98, , , 
2016/12/15, 98, , , 
2016/12/16, 101, , , 
2016/12/17, 114, , , 
2016/12/18, 106, , , 
2016/12/19, 77, , , 
2016/12/20, 96, , , 
2016/12/21, 108, , , 
2016/12/22, 112, , , 
2016/12/23, 104, , , 
2016/12/24, 104, , , 
2016/12/26, 106, , , 
2016/12/27, 115, , , 
2016/12/28, 100, , , 
2016/12/29, 96, , , 
2016/12/30, 99, , , 
2016/12/31, 121, , , 
2017/1/2, 115, , , 
2016/1/5, 163, , , 146
2016/1/6, 170, , , 141
2016/1/7, 172, , , 138
2016/1/8, 176, , , 166
2016/1/9, 179, , , 
2016/1/14, 172, , , 229
2016/1/15, 176, , , 270
2016/1/16, 182, , , 
2016/1/17, 186, , , 
2016/1/18, 179, , , 108
2016/1/19, 174, , , 124
2016/1/20, 179, , , 121
2016/1/21, 180, , , 161
2016/1/22, 188, , , 166
2016/1/23, 189, , , 194
2016/1/24, 195, , , 98
2016/1/25, 179, , , 140
2016/1/26, 174, , , 121
2016/1/27, 183, , , 118
2016/1/28, 185, , , 
2015/10/2, 183, , , 
2015/10/3, 180, , , 
2015/10/4, 170, , , 
2015/10/6, 163, , , 
2015/10/7, 173, , , 
2015/10/8, 176, , , 
2015/10/10, 168, , , 
2015/10/11, 176, , , 
2015/10/12, 173, , , 
2015/10/13, 168, , , 
2015/10/14, 167, , , 
2015/10/15, 172, , , 
2015/10/16, 180, , , 
2015/10/17, 186, , , 
2015/10/20, 166, , , 
2015/10/21, 174, , , 
2015/10/22, 185, , , 
2015/10/23, 180, , , 
2015/10/24, 184, , , 
2015/10/31, 178, , , 
2015/11/1, 178, , , 
2015/11/2, 172, , , 
2015/11/3, 161, , , 
2015/11/4, 168, , , 
2015/11/5, 181, , , 
2015/11/6, 178, , , 
2015/11/7, 175, , , 
2015/11/8, 175, , , 
2015/11/9, 178, , , 
2015/11/10, 173, , , 
2015/11/11, 171, , , 
2015/11/12, 173, , , 
2015/11/13, 181, , , 
2015/11/14, 176, , , 
2015/11/15, 171, , , 
2015/11/16, 170, , , 
2015/11/17, 162, , , 
2015/11/18, 175, , , 
2015/11/19, 171, , , 
2015/11/22, 183, , , 
2015/11/23, 166, , , 
2015/11/24, 163, , , 
2015/11/25, 179, , , 
2015/11/26, 182, , , 
2015/11/29, 183, , , 
2015/11/30, 174, , , 
2015/12/1, 166, , , 
2015/12/2, 184, , , 
2015/12/3, 174, , , 
2015/12/4, 180, , , 
2015/12/5, 174, , , 
2015/12/6, 182, , , 
2015/12/7, 166, , , 
2015/12/8, 177, , , 
2015/12/9, 183, , , 
2015/12/10, 185, , , 
2015/12/11, 188, , , 
2015/12/12, 181, , , 
2015/12/13, 189, , , 
2015/12/14, 169, , , 
2015/12/15, 181, , , 
2015/12/16, 182, , , 
2015/12/17, 178, , , 
2015/12/18, 186, , , 
2015/12/19, 185, , , 
2015/12/20, 186, , , 
2015/12/21, 171, , , 
2015/12/22, 169, , , 
2015/12/23, 173, , , 
2015/12/24, 179, , , 
2015/12/29, 176, , , 
2015/7/2, 172, , , 
2015/7/3, 177, , , 
2015/7/5, 177, , , 
2015/7/6, 168, , , 
2015/7/7, 165, , , 
2015/7/8, 182, , , 
2015/7/9, 177, , , 
2015/7/11, 175, , , 
2015/7/12, 167, , , 
2015/7/13, 168, , , 
2015/7/14, 166, , , 
2015/7/16, 177, , , 
2015/7/17, 174, , , 
2015/7/18, 180, , , 
2015/7/19, 174, , , 
2015/7/20, 178, , , 
2015/7/22, 178, , , 
2015/7/23, 174, , , 
2015/7/24, 179, , , 
2015/7/25, 172, , , 
2015/7/29, 177, , , 
2015/7/30, 170, , , 
2015/7/31, 162, , , 
2015/8/1, 168, , , 
2015/8/2, 166, , , 
2015/8/3, 158, , , 
2015/8/4, 156, , , 
2015/8/5, 166, , , 
2015/8/8, 170, , , 
2015/8/9, 174, , , 
2015/8/10, 173, , , 
2015/8/12, 165, , , 
2015/8/13, 172, , , 
2015/8/14, 174, , , 
2015/8/15, 181, , , 
2015/8/16, 173, , , 
2015/8/17, 171, , , 
2015/8/18, 167, , , 
2015/8/19, 167, , , 
2015/8/20, 168, , , 
2015/8/21, 170, , , 
2015/8/22, 172, , , 
2015/8/23, 177, , , 
2015/8/24, 168, , , 
2015/8/25, 167, , , 
2015/8/26, 180, , , 
2015/8/27, 178, , , 
2015/8/28, 177, , , 
2015/8/29, 169, , , 
2015/8/30, 170, , , 
2015/8/31, 172, , , 
2015/9/1, 175, , , 
2015/9/2, 168, , , 
2015/9/3, 174, , , 
2015/9/4, 176, , , 
2015/9/5, 178, , , 
2015/9/6, 169, , , 
2015/9/7, 160, , , 
2015/9/8, 166, , , 
2015/9/9, 172, , , 
2015/9/10, 168, , , 
2015/9/11, 169, , , 
2015/9/12, 168, , , 
2015/9/13, 175, , , 
2015/9/14, 178, , , 
2015/9/15, 175, , , 
2015/9/16, 174, , , 
2015/9/17, 178, , , 
2015/9/18, 181, , , 
2015/9/24, 175, , , 
2015/9/25, 181, , , 
2015/9/26, 176, , , 
2015/9/27, 160, , , 
2015/9/28, 153, , , 
2015/9/29, 154, , , 
2015/9/30, 171, , , 
2015/10/1, 175, , , 
2015/6/2, 178, 52, , 
2015/6/3, 180, , , 
2015/6/5, 180, , , 
2015/6/6, 177, , , 
2015/6/7, 185, , , 
2015/6/8, 173, , , 
2015/6/9, 160, , , 
2015/6/10, 165, , , 
2015/6/11, 171, , , 
2015/6/12, 172, , , 
2015/6/13, 171, , , 
2015/6/14, 171, , , 
2015/6/15, 164, , , 
2015/6/16, 158, , , 
2015/6/17, 161, , , 
2015/6/18, 166, , , 
2015/6/19, 177, , , 
2015/6/20, 169, , , 
2015/6/21, 169, , , 
2015/6/22, 164, , , 
2015/6/23, 162, , , 
2015/6/24, 167, , , 
2015/6/25, 164, , , 
2015/6/26, 170, , , 
2015/6/27, 167, , , 
2015/6/28, 159, , , 
2015/6/29, 134, , , 
2024/9/23, , 28, 34, 
2024/1/17, , 49, , 
2024/1/18, , 47, , 
2024/1/19, , 47, , 
2024/1/20, , 49, , 
2024/1/24, , 47, , 
2024/1/25, , 52, , 
2024/1/26, , 56, , 
2024/1/27, , 58, , 
2024/1/28, , 53, , 
2024/1/29, , 52, , 
2024/1/30, , 53, , 
2024/2/20, , 52, , 
2023/12/9, , 43, , 
2023/12/10, , 38, , 
2023/12/11, , 34, , 
2023/12/12, , 37, , 
2023/7/24, , 30, , 
2023/7/25, , 37, , 
2023/7/26, , 48, , 
2023/5/30, , 39, , 
2022/11/17, , 41, , 
2022/11/18, , 39, , 
2022/11/19, , 48, , 
2022/12/21, , 52, , 
2022/8/22, , 31, , 
2022/6/6, , 42, , 
2022/2/3, , 54, , 
2022/2/4, , 55, , 
2021/12/11, , 51, , 
2021/7/12, , 30, , 
2021/9/1, , 40, , 
2021/5/7, , 44, 6, 
2021/5/9, , 28, 7, 
2021/6/3, , 37, , 
2021/1/23, , 56, 15, 
2021/1/28, , 56, , 
2021/1/29, , 58, 18, 
2021/1/30, , 56, 13, 
2021/3/26, , 47, 21, 
2020/5/20, , 47, , 
2020/1/1, , 47, , 
2020/1/28, , 50, , 
2019/8/23, , 56, , 
2015/6/1, , 49, , 
2015/6/4, , 52, , 
2016/1/4, , , , 124
2015/10/5, , , , 
2015/10/9, , , , 
2015/10/19, , , , 
2015/10/30, , , , 
2015/11/20, , , , 
2015/11/21, , , , 
2015/11/28, , , , 
2015/12/28, , , , 
2015/7/1, , , , 
2015/7/4, , , , 
2015/7/10, , , , 
2015/7/15, , , , 
2015/7/21, , , , 
2015/7/28, , , , 
2015/8/7, , , , 
2015/8/11, , , , 
2015/9/23, , , , 
2015/6/30, , , , 